First,Last,Nickname,Height in cm,Weight in lbs,Reach in inches,Stance,W,L,D,Belt
Gabriel,Benitez,Moggly,172.72,155,180.34,Southpaw,23.0,11.0,0.0,0.0
Charles,Bennett,Krazy Horse,172.72,155,0.0,Orthodox,30.0,33.0,2.0,0.0
Josh,Bennett,0,193.04,259,0.0,Orthodox,11.0,14.0,0.0,0.0
DeAnna,Bennett,The Argentine Assassin,162.56,125,172.72,Orthodox,8.0,3.0,1.0,0.0
Lance,Benoist,0,180.34,170,182.88,Southpaw,7.0,2.0,0.0,0.0
Joe,Benoit,0,175.26,170,0.0,Orthodox,11.0,4.0,0.0,0.0
Ryan,Benoit,Baby Face,165.1,125,172.72,Orthodox,10.0,8.0,0.0,0.0
Pat,Benson,0,175.26,155,0.0,0,3.0,5.0,3.0,0.0
Len,Bentley,0,175.26,155,0.0,0,10.0,6.0,0.0,0.0
Steve,Berger,The Red Nosed Pitbull,180.34,170,0.0,Orthodox,21.0,23.0,2.0,0.0
Kenneth,Bergh,0,187.96,205,187.96,Orthodox,8.0,0.0,0.0,0.0
Bret,Bergmark,The Angry Hick,175.26,170,0.0,0,6.0,1.0,1.0,0.0
Keith,Berish,Sha Bang Bang,182.88,205,0.0,Orthodox,5.0,1.0,0.0,0.0
Dennis,Bermudez,The Menace,167.64000000000001,155,167.64000000000001,Orthodox,17.0,9.0,0.0,0.0
Manny,Bermudez,The Bermudez Triangle,177.8,145,180.34,Orthodox,14.0,2.0,0.0,0.0
Talita,Bernardo,0,162.56,135,172.72,Orthodox,6.0,4.0,0.0,0.0
Dave,Berry,0,0.0,0,0.0,0,0.0,1.0,0.0,0.0
Keith,Berry,0,185.42,185,0.0,0,15.0,14.0,1.0,0.0
Dieusel,Berto,0,175.26,200,0.0,0,0.0,3.0,0.0,0.0
Edson,Berto,Little Tiger,167.64000000000001,155,0.0,Orthodox,17.0,12.0,1.0,0.0
Allen,Berube,Monstah Lobstah,172.72,155,0.0,Orthodox,4.0,3.0,0.0,0.0
Anton,Berzin,The Body Snatcher,187.96,205,0.0,Orthodox,5.0,1.0,0.0,0.0
Scott,Bessac,0,193.04,245,0.0,0,4.0,6.0,0.0,0.0
Matt,Bessette,The Mangler,177.8,145,177.8,Orthodox,22.0,9.0,0.0,0.0
Khadzhi,Bestaev,Best,198.12,185,193.04,0,10.0,4.0,0.0,0.0
Fernando,Bettega,0,0.0,170,0.0,0,7.0,5.0,0.0,0.0
Arjan,Bhullar,0,185.42,245,190.5,Orthodox,9.0,1.0,0.0,0.0
KB,Bhullar,The Bengal,193.04,185,198.12,Switch,8.0,2.0,0.0,0.0
Bibulatov,Magomed,Chaborz,165.1,125,165.1,Orthodox,14.0,2.0,0.0,0.0
David,Bielkheden,0,177.8,155,180.34,Orthodox,24.0,12.0,0.0,0.0
Blake,Bilder,El Animal,172.72,145,172.72,Switch,8.0,1.0,1.0,0.0
Jonas,Bilharinho,0,180.34,145,190.5,Switch,9.0,1.0,1.0,0.0
Jeremiah,Billington,0,175.26,205,0.0,Orthodox,11.0,2.0,0.0,0.0
Scott,Bills,0,177.8,170,0.0,0,7.0,9.0,1.0,0.0
Anthony,Birchak,El Toro,172.72,135,175.26,Orthodox,16.0,8.0,0.0,0.0
Chris,Birchler,The Big Buck,190.5,205,0.0,Switch,7.0,4.0,0.0,0.0
Michael,Bisping,The Count,185.42,185,190.5,Orthodox,30.0,9.0,0.0,0.0
Amaury,Bitetti,0,175.26,185,0.0,Orthodox,5.0,2.0,0.0,0.0
Caio,Bittencourt,Leao,182.88,185,190.5,Orthodox,14.0,7.0,0.0,0.0
Simon,Biyong,0,0.0,205,0.0,0,7.0,1.0,0.0,0.0
Jan,Blachowicz,0,187.96,205,198.12,Orthodox,29.0,9.0,1.0,0.0
Jason,Black,The Black Legion,172.72,155,0.0,Orthodox,23.0,4.0,1.0,0.0
Brad,Blackburn,Bad Brad,177.8,170,185.42000000000002,Orthodox,18.0,13.0,1.0,0.0
Jason,Blackford,0,0.0,0,0.0,0,3.0,3.0,0.0,0.0
Tom,Blackledge,0,0.0,205,0.0,Orthodox,10.0,7.0,0.0,0.0
Sherrard,Blackledge,The Thriller,180.34,155,190.5,Orthodox,5.0,1.0,0.0,0.0
Da'Mon,Blackshear,The Monster,177.8,135,182.88,Switch,13.0,5.0,1.0,0.0
Erin,Blanchfield,Cold Blooded,162.56,125,167.64000000000001,Orthodox,11.0,1.0,0.0,0.0
Maximo,Blanco,Maxi,172.72,145,180.34,Orthodox,12.0,8.0,1.0,0.0
David,Blanco,0,170.18,145,0.0,0,2.0,0.0,0.0,0.0
Curtis,Blaydes,Razor,193.04,265,203.2,Orthodox,17.0,4.0,0.0,0.0
Tereza,Bleda,0,175.26,125,180.34,Orthodox,7.0,1.0,0.0,0.0
Arlene,Blencowe,Angerfist,165.1,145,0.0,0,9.0,6.0,0.0,0.0
Byron,Bloodworth,0,172.72,135,0.0,Orthodox,6.0,3.0,0.0,0.0
Dashawn,Boatwright,"Buck, the 400-pound Silverback",182.88,205,0.0,Orthodox,3.0,1.0,0.0,0.0
Dan,Bobish,0,187.96,345,0.0,Southpaw,17.0,9.0,0.0,0.0
Mark,Bocek,0,172.72,155,190.5,Orthodox,12.0,5.0,0.0,0.0
Kyle,Bochniak,Killer B,170.18,145,177.8,Orthodox,8.0,5.0,0.0,0.0
James,Bochnovic,0,193.04,205,205.74,Orthodox,8.0,3.0,0.0,0.0
Jeremy,Boczulak,0,0.0,0,0.0,0,0.0,2.0,0.0,0.0
Tim,Boetsch,The Barbarian,182.88,185,187.96,Orthodox,21.0,13.0,0.0,0.0
Galore,Bofando,0,180.34,170,182.88,Switch,5.0,3.0,0.0,0.0
Jay,Bogan,0,0.0,145,0.0,0,6.0,6.0,0.0,0.0
Roman,Bogatov,0,172.72,155,185.42000000000002,Orthodox,10.0,1.0,0.0,0.0
Derek,Bohi,Marshmallow,193.04,260,0.0,0,8.0,5.0,0.0,0.0
Jerry,Bohlander,0,180.34,199,0.0,Orthodox,11.0,4.0,0.0,0.0
Mandy,Bohm,Monster,170.18,125,180.34,Orthodox,8.0,2.0,0.0,0.0
Kotetsu,Boku,0,175.26,154,0.0,Orthodox,25.0,11.0,2.0,0.0
Gaston,Bolanos,The Dreamkiller,170.18,135,175.26,Orthodox,7.0,3.0,0.0,0.0
Kyle,Bolt,0,187.96,185,0.0,0,8.0,4.0,0.0,0.0
Denys,Bondar,Psycho,167.64000000000001,125,175.26,Orthodox,16.0,5.0,0.0,0.0
Luc,Bondole,0,187.96,205,0.0,0,5.0,2.0,2.0,0.0
Tony,Bonello,The Gun,187.96,185,0.0,0,16.0,3.0,1.0,0.0
Gabriel,Bonfim,Marretinha,185.42,170,182.88,Orthodox,14.0,0.0,0.0,0.0
Ismael,Bonfim,Marreta,172.72,155,180.34,Orthodox,19.0,4.0,0.0,0.0
Jesse,Bongfeldt,Water,182.88,185,0.0,Orthodox,16.0,5.0,1.0,0.0
Marcos,Bonilla,Murder Marx,177.8,145,0.0,0,4.0,4.0,0.0,0.0
Stephan,Bonnar,The American Psycho,193.04,205,200.66,Orthodox,15.0,9.0,0.0,0.0
Rogerio,Bontorin,0,165.1,125,170.18,Orthodox,16.0,4.0,0.0,0.0
Ray,Borg,The Tazmexican Devil,162.56,135,160.02,Orthodox,13.0,5.0,0.0,0.0
Igor,Borisov,0,182.88,235,0.0,Orthodox,1.0,1.0,0.0,0.0
Kevin,Borjas,El Gallo Negro,0.0,125,0.0,0,8.0,1.0,0.0,0.0
Calen,Born,0,172.72,170,182.88,Switch,7.0,1.0,0.0,0.0
Caio,Borralho,The Natural,177.8,185,190.5,Southpaw,14.0,1.0,0.0,0.0
Zachary,Borrego,The Dragon,187.96,185,198.12,Switch,3.0,1.0,0.0,0.0
Viacheslav,Borshchev,Slava Claus,180.34,155,175.26,Orthodox,7.0,3.0,0.0,0.0
Tanner,Boser,The Bulldozer,187.96,205,190.5,Orthodox,20.0,10.0,1.0,0.0
Steve,Bosse,The Boss,180.34,205,182.88,Orthodox,12.0,2.0,0.0,0.0
Marcus,Bossett,The Grasshopper,185.42,215,0.0,Orthodox,1.0,3.0,0.0,0.0
Chris,Bostick,0,0.0,0,0.0,0,6.0,3.0,0.0,0.0
Poliana,Botelho,0,172.72,125,170.18,Orthodox,8.0,5.0,0.0,0.0
Francois,Botha,White Buffalo,187.96,260,0.0,Orthodox,0.0,1.0,0.0,0.0
Gregory,Bouchelaghem,0,187.96,183,0.0,Switch,5.0,4.0,0.0,0.0
Roy,Boughton,Black Dynamite,182.88,205,0.0,0,14.0,8.0,0.0,0.0
Rich,Bouphanouvong,0,170.18,170,0.0,0,1.0,4.0,0.0,0.0
Mike,Bourke,The Rhino,182.88,275,0.0,Orthodox,10.0,16.0,1.0,0.0
Jess,Bouscal,0,0.0,155,0.0,0,3.0,2.0,0.0,0.0
Tai,Bowden,0,180.34,230,0.0,0,1.0,1.0,0.0,0.0
Melton,Bowen,The Punisher,182.88,225,0.0,Orthodox,0.0,1.0,0.0,0.0
Kyron,Bowen,Bullseye,190.5,185,185.42000000000002,Orthodox,9.0,5.0,0.0,0.0
Brian,Bowles,0,170.18,135,177.8,Orthodox,10.0,3.0,0.0,0.0
Roger,Bowling,Relentless,175.26,155,172.72,Orthodox,12.0,6.0,0.0,0.0
Blake,Bowman,0,187.96,170,0.0,0,2.0,6.0,0.0,0.0
Ashe,Bowman,The Archer,175.26,155,0.0,0,9.0,11.0,0.0,0.0
Anvar,Boynazarov,The Uzbek,175.26,145,0.0,Orthodox,3.0,1.0,0.0,0.0
Colley,Bradford,0,170.18,145,0.0,0,0.0,1.0,0.0,0.0
Kyle,Bradley,0,175.26,155,180.34,Orthodox,19.0,12.0,0.0,0.0
Paul,Bradley,The Gentleman,175.26,170,0.0,Orthodox,23.0,8.0,0.0,0.0
Sean,Brady,0,177.8,170,182.88,Orthodox,15.0,1.0,0.0,0.0
Ebenezer Fontes,Braga,Pitbull,182.88,199,0.0,Orthodox,13.0,7.0,2.0,0.0
Ramiz,Brahimaj,0,177.8,170,182.88,Orthodox,10.0,4.0,0.0,0.0
Joe,Brammer,The South Side Strangler,172.72,155,0.0,Orthodox,7.0,3.0,1.0,0.0
David,Branch,0,185.42,185,198.12,Orthodox,22.0,6.0,0.0,0.0
Diego,Brandao,DB,170.18,145,162.56,Orthodox,22.0,11.0,0.0,0.0
Bruna,Brasil,0,167.64000000000001,115,165.1,Orthodox,9.0,3.0,1.0,0.0
Michael,Bravo,0,0.0,155,0.0,0,7.0,4.0,0.0,0.0
Martin,Bravo,El Toro,172.72,145,180.34,Southpaw,11.0,3.0,0.0,0.0
Roman,Bravo-Young,0,0.0,205,0.0,0,0.0,1.0,0.0,0.0
Mike,Breeden,Money,177.8,155,177.8,Orthodox,10.0,5.0,0.0,0.0
Tom,Breese,0,190.5,185,185.42000000000002,Southpaw,12.0,3.0,0.0,0.0
Elves,Brener,0,177.8,155,182.88,Orthodox,15.0,3.0,0.0,0.0
Chris,Brennan,The Westside Strangler,172.72,170,0.0,Orthodox,21.0,13.0,1.0,0.0
Charlie,Brenneman,The Spaniard,177.8,155,177.8,Orthodox,19.0,8.0,0.0,0.0
Robert,Breslin,The Bullet,180.34,155,0.0,0,3.0,9.0,0.0,0.0
Mack,Brewer,0,0.0,205,0.0,0,0.0,1.0,0.0,0.0
Marcos,Brigagao,Ironside,190.5,205,193.04,Southpaw,11.0,1.0,0.0,0.0
Jason,Brilz,Hitman,180.34,205,180.34,Orthodox,22.0,6.0,1.0,0.0
Marcus,Brimage,The Bama Beast,162.56,135,180.34,Southpaw,7.0,7.0,0.0,0.0
Aaron,Brink,0,190.5,205,0.0,Orthodox,26.0,26.0,0.0,0.0
Henry,Briones,Bure,172.72,135,175.26,Orthodox,16.0,8.0,1.0,0.0
Marcelo,Brito,Jungle Boy,185.42,170,0.0,Orthodox,13.0,8.0,0.0,0.0
Joanderson,Brito,Tubarao,172.72,145,182.88,Orthodox,15.0,3.0,1.0,0.0
Kaik,Brito,0,0.0,155,0.0,0,16.0,4.0,0.0,0.0
Antwain,Britt,The Juggernaut,185.42,205,195.58,0,11.0,6.0,0.0,0.0
Drew,Brokenshire,0,0.0,0,0.0,0,16.0,6.0,0.0,0.0
Mike,Bronzoulis,The Greek,182.88,155,0.0,0,18.0,9.0,1.0,0.0
Jonathan,Brookins,0,182.88,145,187.96,Southpaw,16.0,10.0,0.0,0.0
Will,Brooks,Ill,177.8,155,182.88,Orthodox,18.0,4.0,0.0,0.0
Jarred,Brooks,The Monkey God,160.02,125,157.48,Switch,13.0,2.0,0.0,0.0
Rob,Broughton,The Bear,187.96,265,187.96,Orthodox,16.0,7.0,1.0,0.0
Lee,Brousseau,Manimal,185.42,205,0.0,0,5.0,3.0,0.0,0.0
Matt,Brown,The Immortal,182.88,170,190.5,Orthodox,26.0,19.0,0.0,0.0
Mike,Brown,0,167.64000000000001,145,177.8,Orthodox,26.0,9.0,0.0,0.0
Dominic,Brown,0,180.34,190,0.0,0,16.0,23.0,0.0,0.0
Todd,Brown,Bulldog,180.34,205,0.0,Orthodox,16.0,4.0,0.0,0.0
Terrell,Brown,0,0.0,185,0.0,0,3.0,1.0,0.0,0.0
Chris,Brown,0,0.0,170,0.0,0,10.0,1.0,0.0,0.0
Frederick,Brown,0,182.88,235,0.0,0,3.0,2.0,0.0,0.0
Randy,Brown,Rudeboy,190.5,170,198.12,Orthodox,17.0,5.0,0.0,0.0
Damien,Brown,Beatdown,177.8,155,172.72,Orthodox,17.0,12.0,0.0,0.0
TJ,Brown,Downtown,175.26,145,182.88,Switch,17.0,10.0,0.0,0.0
Humberto,Brown Morrison,0,177.8,145,0.0,0,4.0,6.0,0.0,0.0
Travis,Browne,Hapa,198.12,255,200.66,Orthodox,18.0,7.0,1.0,0.0
Junie,Browning,0,175.26,155,0.0,Orthodox,5.0,6.0,0.0,0.0
Jules,Bruchez,0,182.88,205,0.0,Southpaw,1.0,2.0,0.0,0.0
Justin,Bruckmann,Loaf,175.26,170,0.0,Orthodox,7.0,3.0,0.0,0.0
Stephanie,Bruna,Rondinha,0.0,115,0.0,0,5.0,1.0,0.0,0.0
Cody,Brundage,0,182.88,185,182.88,Orthodox,8.0,5.0,0.0,0.0
Steve,Bruno,Hollywood,177.8,170,0.0,Orthodox,15.0,6.0,0.0,0.0
Fernando,Bruno,Acougueiro,167.64000000000001,145,0.0,0,15.0,4.0,0.0,0.0
Derek,Brunson,The One,185.42,185,195.58,Southpaw,23.0,9.0,0.0,0.0
Josh,Bryant,The Beast,177.8,185,0.0,Orthodox,15.0,4.0,0.0,0.0
Dennis,Bryant,The Beard,182.88,205,0.0,Orthodox,5.0,2.0,0.0,0.0
Lukasz,Brzeski,The Bull,193.04,236,198.12,Orthodox,8.0,3.0,1.0,0.0
Justin,Buchholz,0,182.88,155,185.42000000000002,Orthodox,15.0,10.0,0.0,0.0
Zak,Bucia,0,177.8,170,0.0,0,17.0,8.0,0.0,0.0
Courtney,Buck,0,177.8,135,0.0,Orthodox,12.0,11.0,0.0,0.0
Joaquin,Buckley,New Mansa,177.8,170,193.04,Southpaw,16.0,6.0,0.0,0.0
Martin,Buday,Badys,193.04,265,195.58,Orthodox,12.0,1.0,0.0,0.0
Julia,Budd,0,170.18,145,170.18,0,10.0,2.0,0.0,0.0
Mike,Budnik,0,175.26,145,172.72,Orthodox,13.0,4.0,0.0,0.0
Francisco,Bueno,0,175.26,225,0.0,Orthodox,5.0,2.0,0.0,0.0
Mayra,Bueno Silva,Sheetara,167.64000000000001,135,167.64000000000001,Orthodox,11.0,2.0,1.0,0.0
Paul,Buentello,The Headhunter,187.96,245,195.58,Orthodox,35.0,17.0,0.0,0.0
Modestas,Bukauskas,The Baltic Gladiator,190.5,205,198.12,Switch,15.0,5.0,0.0,0.0
Lee Kwan,Bum,0,187.96,286,0.0,Orthodox,0.0,1.0,0.0,0.0
Josh,Bumgarner,0,185.42,170,0.0,0,6.0,4.0,0.0,0.0
Shawn,Bunch,Bunch the Great,165.1,135,0.0,0,7.0,3.0,0.0,0.0
Felipe,Bunes,Felipinho,170.18,125,175.26,Orthodox,13.0,6.0,0.0,0.0
Shane,Burgos,Hurricane,180.34,145,190.5,Orthodox,15.0,3.0,0.0,0.0
Joshua,Burkman,The People's Warrior,177.8,170,182.88,Orthodox,28.0,16.0,0.0,0.0
Justin,Burlinson,0,185.42,170,187.96,Switch,6.0,1.0,0.0,0.0
Mads,Burnell,0,172.72,145,175.26,Orthodox,9.0,3.0,0.0,0.0
Mikey,Burnett,The Eastside Assassin,167.64000000000001,170,0.0,Orthodox,5.0,2.0,0.0,0.0
Kevin,Burns,The Fire,177.8,170,187.96,Orthodox,12.0,7.0,0.0,0.0
Gilbert,Burns,Durinho,177.8,170,180.34,Orthodox,22.0,6.0,0.0,0.0
Josh,Burns,The Hammer,185.42,244,0.0,0,8.0,10.0,0.0,0.0
Herbert,Burns,The Blaze,175.26,145,185.42000000000002,Orthodox,11.0,4.0,0.0,0.0
Derrick,Burnsed,0,0.0,155,0.0,0,1.0,0.0,3.0,0.0
Nah-Shon,Burrell,The Rock n Rolla,180.34,170,0.0,Orthodox,15.0,7.0,0.0,0.0
Martin,Buschkamp,0,175.26,145,0.0,Orthodox,9.0,0.0,0.0,0.0
George,Bush,0,185.42,205,0.0,0,5.0,2.0,0.0,0.0
Bubba,Bush,The Fightin' Texas Aggie,182.88,185,0.0,Orthodox,8.0,3.0,0.0,0.0
Dakota,Bush,0,177.8,155,185.42000000000002,Orthodox,8.0,4.0,0.0,0.0
Murilo,Bustamante,0,187.96,183,0.0,Orthodox,15.0,8.0,1.0,0.0
Nick,Bustamante,0,175.26,170,0.0,0,5.0,3.0,0.0,0.0
Eduardo,Bustillos,0,172.72,135,0.0,0,5.0,3.0,0.0,0.0
Jason,Butcher,0,190.5,185,0.0,0,10.0,2.0,0.0,0.0
Todd,Butler,0,185.42,200,0.0,Southpaw,1.0,4.0,0.0,0.0
Goldman,Butler,0,0.0,0,0.0,0,1.0,4.0,0.0,0.0
Ian,Butler,0,172.72,155,0.0,0,3.0,3.0,0.0,0.0
Raphael,Butler,The Silencer,190.5,261,0.0,0,9.0,2.0,1.0,0.0
Jesse,Butler,0,177.8,155,185.42000000000002,Orthodox,12.0,5.0,0.0,0.0
JP,Buys,Young Savage,165.1,135,170.18,Orthodox,9.0,5.0,0.0,0.0
Dennis,Buzukja,The Great,175.26,145,177.8,Switch,8.0,2.0,0.0,0.0
Charles,Byrd,Kid Dynamite,177.8,185,185.42000000000002,Orthodox,10.0,7.0,0.0,0.0
Steve,Byrnes,The Sergeant,182.88,170,0.0,Orthodox,6.0,1.0,0.0,0.0
Michael,Byrnes,0,180.34,155,0.0,0,5.0,3.0,0.0,0.0
Yan,Cabral,0,180.34,155,185.42000000000002,Orthodox,13.0,3.0,0.0,0.0
Alvin,Cacdac,0,167.64000000000001,125,0.0,Orthodox,18.0,13.0,0.0,0.0
Alex,Caceres,Bruce Leeroy,177.8,145,185.42000000000002,Southpaw,21.0,13.0,0.0,0.0
Vince,Cachero,The Anomaly,167.64000000000001,145,172.72,Orthodox,7.0,4.0,0.0,0.0
Priscila,Cachoeira,Zombie Girl,170.18,125,165.1,Orthodox,12.0,4.0,0.0,0.0
Travis,Calanoc,The Dark Knight,172.72,145,0.0,Orthodox,5.0,1.0,0.0,0.0
Ricky,Calatayud,0,175.26,125,0.0,0,16.0,2.0,0.0,0.0
Darrion,Caldwell,The Wolf,177.8,135,0.0,0,10.0,1.0,0.0,0.0
Taylor,Callens,0,177.8,155,0.0,0,6.0,0.0,0.0,0.0
Cynthia,Calvillo,0,162.56,115,162.56,Orthodox,9.0,6.0,1.0,0.0
Joe,Camacho,0,175.26,155,0.0,Orthodox,13.0,19.0,3.0,0.0
Frank,Camacho,The Crank,177.8,155,185.42000000000002,Orthodox,22.0,10.0,0.0,0.0
Fabricio,Camoes,Morango,177.8,155,180.34,Orthodox,14.0,9.0,1.0,0.0
Chris,Camozzi,0,187.96,185,190.5,Orthodox,24.0,13.0,0.0,0.0
Brian,Camozzi,Mantis,187.96,170,198.12,Orthodox,7.0,5.0,0.0,0.0
Ricky,Camp,2 Slick,170.18,135,0.0,0,11.0,4.0,0.0,0.0
Mike,Campbell,The Beast,175.26,155,0.0,Southpaw,13.0,4.0,0.0,0.0
Thomas,Campbell,0,0.0,0,0.0,0,3.0,3.0,0.0,0.0
Shane,Campbell,Shaolin,182.88,155,180.34,Orthodox,14.0,6.0,0.0,0.0
Charlie,Campbell,The Cannibal,182.88,155,0.0,Orthodox,6.0,2.0,0.0,0.0
John,Campetella,0,175.26,235,0.0,Orthodox,0.0,1.0,0.0,0.0
Wagner,Campos,Galeto,167.64000000000001,145,0.0,Southpaw,12.0,10.0,0.0,0.0
Derek,Campos,The Stallion,175.26,155,0.0,0,19.0,6.0,0.0,0.0
Will,Campuzano,0,175.26,125,177.8,Orthodox,14.0,6.0,0.0,0.0
Aleksa,Camur,0,185.42,205,187.96,Orthodox,6.0,2.0,0.0,0.0
Chico,Camus,The King,167.64000000000001,125,167.64000000000001,Orthodox,17.0,7.0,0.0,0.0
Asbel,Cancio,0,177.8,225,0.0,0,0.0,1.0,0.0,0.0
Carlos,Candelario,The Cannon,172.72,125,172.72,Southpaw,8.0,3.0,0.0,0.0
Ronaldo,Candido,Pacman,167.64000000000001,125,0.0,Southpaw,6.0,0.0,0.0,0.0
Luiz,Cane,Banha,187.96,185,195.58,Southpaw,17.0,7.0,0.0,0.0
Guido,Cannetti,Ninja,167.64000000000001,135,172.72,Southpaw,10.0,8.0,0.0,0.0
Jared,Cannonier,The Killa Gorilla,180.34,185,195.58,Switch,17.0,6.0,0.0,0.0
Jose,Canseco,0,193.04,240,0.0,Orthodox,0.0,1.0,0.0,0.0
Cody,Canterbury,0,172.72,155,0.0,0,1.0,10.0,0.0,0.0
Bo,Cantrell,Redrum,187.96,235,0.0,Orthodox,10.0,10.0,0.0,0.0
Steve,Cantwell,The Robot,187.96,185,190.5,Orthodox,7.0,6.0,0.0,0.0
Paul,Capaldo,0,170.18,135,0.0,0,6.0,0.0,0.0,0.0
Phil,Caracappa,The Hitman,172.72,135,177.8,Orthodox,6.0,1.0,0.0,0.0
Frank,Caracci,0,0.0,0,0.0,0,2.0,3.0,0.0,0.0
Gina,Carano,Conviction,172.72,145,0.0,Orthodox,7.0,1.0,0.0,0.0
Dos,Caras Jr.,0,193.04,225,0.0,Orthodox,9.0,5.0,0.0,0.0
Bryan,Caraway,Kid Lightning,172.72,135,172.72,Orthodox,21.0,9.0,0.0,0.0
Remo,Cardarelli,0,0.0,135,0.0,0,7.0,5.0,0.0,0.0
Phil,Cardella,0,180.34,155,0.0,0,8.0,5.0,0.0,0.0
Edgar,Cardenas,Kitty Katt,0.0,145,0.0,0,4.0,1.0,0.0,0.0
Chris,Cariaso,Kamikaze,160.02,125,162.56,Southpaw,17.0,8.0,0.0,0.0
Ronald,Carillo,0,0.0,125,0.0,0,4.0,2.0,0.0,0.0
Rafael,Carino,0,203.2,245,0.0,Orthodox,2.0,1.0,1.0,0.0
Don,Carlo-Clauss,0,0.0,170,0.0,0,10.0,7.0,0.0,0.0
Antonio,Carlos Junior,Cara de Sapato,187.96,185,200.66,Orthodox,11.0,5.0,0.0,0.0
Spike,Carlyle,Alpha Ginger,172.72,145,180.34,Switch,9.0,3.0,0.0,0.0
Francis,Carmont,Limitless,190.5,205,198.12,Orthodox,25.0,12.0,0.0,0.0
Liz,Carmouche,Girlrilla,167.64000000000001,125,167.64000000000001,Orthodox,13.0,7.0,0.0,0.0
Roan,Carneiro,Jucao,180.34,170,193.04,Orthodox,21.0,11.0,0.0,0.0
Ariane,Carnelossi,Sorriso,157.48000000000002,115,154.94,Orthodox,14.0,3.0,0.0,0.0
Luana,Carolina,Dread,167.64000000000001,125,175.26,Orthodox,9.0,4.0,0.0,0.0
Tim,Caron,The Bear,185.42,185,0.0,Orthodox,7.0,1.0,0.0,0.0
Clayton,Carpenter,0,167.64000000000001,125,167.64000000000001,Orthodox,7.0,0.0,0.0,0.0
Gabriel,Carrasco,0,167.64000000000001,135,0.0,0,7.0,0.0,0.0,0.0
Cody,Carrillo,0,177.8,155,0.0,0,11.0,16.0,0.0,0.0
Cain,Carrizosa,The Insane,172.72,155,0.0,Orthodox,10.0,3.0,0.0,0.0
Roger,Carroll,The Leprechaun,177.8,170,0.0,0,16.0,14.0,0.0,0.0
Jonny,Carson,0,177.8,155,0.0,0,11.0,7.0,0.0,0.0
Scott,Carson,0,187.96,215,0.0,0,4.0,2.0,0.0,0.0
Shonie,Carter,Mr. International,177.8,170,0.0,Southpaw,51.0,31.0,7.0,0.0
Jack,Cartwright,0,175.26,135,172.72,Orthodox,10.0,1.0,0.0,0.0
Bruno,Carvalho,0,172.72,154,0.0,0,10.0,5.0,0.0,0.0
Antonio,Carvalho,Pato,175.26,145,177.8,Orthodox,15.0,6.0,0.0,0.0
Rafael,Carvalho,0,190.5,185,0.0,0,14.0,1.0,0.0,0.0
Shane,Carwin,The Engineer,187.96,265,203.2,Orthodox,12.0,2.0,0.0,0.0
Johnny,Case,Hollywood,177.8,155,182.88,Orthodox,22.0,6.0,0.0,0.0
Kevin,Casey,King,180.34,185,195.58,Southpaw,9.0,5.0,2.0,0.0
Cortney,Casey,Cast Iron,170.18,125,170.18,Orthodox,10.0,10.0,0.0,0.0
Brandon,Cash,Money,195.57999999999998,255,0.0,Orthodox,10.0,4.0,0.0,0.0
Bendy,Casimir,0,165.1,145,0.0,Southpaw,20.0,14.0,2.0,0.0
Dwayne,Cason,0,177.8,212,0.0,Orthodox,1.0,1.0,0.0,0.0
Joe,Cason,0,190.5,205,0.0,0,9.0,1.0,0.0,0.0
John,Castaneda,Sexy Mexi,167.64000000000001,135,180.34,Switch,20.0,6.0,0.0,0.0
Eric,Castile,0,172.72,145,0.0,0,3.0,2.0,0.0,0.0
Gil,Castillo,0,175.26,170,0.0,Southpaw,8.0,5.0,0.0,0.0
Danny,Castillo,Last Call,175.26,155,180.34,Orthodox,17.0,10.0,0.0,0.0
Raul,Castillo,0,180.34,185,0.0,Orthodox,7.0,1.0,0.0,0.0
Jenna,Castillo,0,157.48000000000002,125,0.0,0,1.0,0.0,0.0,0.0
Tim,Catalfo,Obake,180.34,235,0.0,Orthodox,4.0,2.0,0.0,0.0
Nick,Catone,The Jersey Devil,182.88,185,182.88,Southpaw,10.0,4.0,0.0,0.0
Luke,Caudillo,Lil' Hulk,170.18,155,0.0,Orthodox,17.0,17.0,0.0,0.0
Gesias,Cavalcante,JZ,172.72,155,180.34,Orthodox,21.0,10.0,1.0,0.0
Rafael,Cavalcante,Feijao,185.42,205,187.96,Orthodox,12.0,7.0,0.0,0.0
Jacqueline,Cavalcanti,0,0.0,135,0.0,0,5.0,1.0,0.0,0.0
Magnus,Cedenblad,Jycken,195.57999999999998,185,200.66,Orthodox,14.0,5.0,0.0,0.0
Yosdenis,Cedeno,Pink Panther,172.72,155,175.26,Orthodox,10.0,6.0,1.0,0.0
Henry,Cejudo,Triple C,162.56,135,162.56,Orthodox,16.0,3.0,0.0,0.0
Adam,Cella,El Naturel,187.96,170,0.0,0,6.0,8.0,0.0,0.0
Vinicius,Cenci,Chambinho,185.42,155,187.96,Orthodox,7.0,2.0,0.0,0.0
Donald,Cerrone,Cowboy,185.42,155,185.42000000000002,Orthodox,36.0,17.0,0.0,0.0
Jared,Chaffee,0,177.8,155,0.0,0,5.0,2.0,0.0,0.0
Luan,Chagas,Tarzan,182.88,170,190.5,Orthodox,15.0,3.0,1.0,0.0
Edgar,Chairez,Pitbull,170.18,125,180.34,Orthodox,10.0,5.0,0.0,0.0
